ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida,Lead_Time,Eficiencia_Producao,Utilizacao_Maquina,Custo_Producao
P0033,2024-01-19,158,43,100,201,0.6329113924050633,9.278725878249022e-05,100.5
P0034,2024-01-25,130,35,16,165,0.12307692307692308,7.634394709951727e-05,82.5
P0035,2024-01-01,53,50,94,103,1.7735849056603774,3.112483997134166e-05,51.5
P0036,2024-01-17,87,37,39,124,0.4482758620689655,5.1091718443523094e-05,62.0
P0037,2024-01-08,55,31,18,86,0.32727272727272727,3.229936223441115e-05,43.0
P0038,2024-01-15,40,10,20,50,0.5,2.349044526138993e-05,25.0
P0039,2024-01-27,54,51,91,105,1.6851851851851851,3.171210110287641e-05,52.5
P0040,2024-01-01,212,54,62,266,0.29245283018867924,0.00012449935988536663,133.0
P0041,2024-01-03,78,46,40,124,0.5128205128205128,4.5806368259710366e-05,62.0
P0042,2024-01-07,70,18,73,88,1.042857142857143,4.1108279207432375e-05,44.0
P0043,2024-01-03,82,54,25,136,0.3048780487804878,4.8155412785849355e-05,68.0
P0044,2024-01-12,145,31,42,176,0.2896551724137931,8.51528640725385e-05,88.0
P0045,2024-01-02,170,11,96,181,0.5647058823529412,9.98343923609072e-05,90.5
P0046,2024-01-21,187,37,97,224,0.5187165775401069,0.00010981783159699792,112.0
P0047,2024-01-21,89,29,26,118,0.29213483146067415,5.2266240706592595e-05,59.0
P0048,2024-01-13,146,53,100,199,0.684931506849315,8.574012520407324e-05,99.5
P0049,2024-01-31,118,57,89,175,0.7542372881355932,6.929681352110029e-05,87.5
P0050,2024-01-18,123,38,90,161,0.7317073170731707,7.223311917877404e-05,80.5
P0051,2024-01-13,177,18,48,195,0.2711864406779661,0.00010394522028165043,97.5
P0052,2024-01-25,73,52,26,125,0.3561643835616438,4.287006260203662e-05,62.5
P0053,2024-01-11,206,48,84,254,0.4077669902912621,0.00012097579309615814,127.0
P0054,2024-01-27,174,51,94,225,0.5402298850574713,0.00010218343688704619,112.5
P0055,2024-01-27,158,53,64,211,0.4050632911392405,9.278725878249022e-05,105.5
P0056,2024-01-24,102,38,100,140,0.9803921568627451,5.990063541654432e-05,70.0
P0057,2024-01-19,135,46,99,181,0.7333333333333333,7.928025275719102e-05,90.5
P0058,2024-01-07,116,17,77,133,0.6637931034482759,6.812229125803079e-05,66.5
P0059,2024-01-08,165,47,21,212,0.12727272727272726,9.689808670323347e-05,106.0
P0060,2024-01-24,144,12,33,156,0.22916666666666666,8.456560294100375e-05,78.0
P0061,2024-01-21,77,41,19,118,0.24675324675324675,4.5219107128175615e-05,59.0
P0062,2024-01-30,108,56,62,164,0.5740740740740741,6.342420220575281e-05,82.0
P0063,2024-01-16,35,30,68,65,1.9428571428571428,2.0554139603716188e-05,32.5
P0064,2024-01-16,176,21,57,197,0.32386363636363635,0.00010335795915011569,98.5
P0065,2024-01-26,73,57,55,130,0.7534246575342466,4.287006260203662e-05,65.0
P0066,2024-01-16,57,43,89,100,1.5614035087719298,3.347388449748065e-05,50.0
P0067,2024-01-16,75,23,48,98,0.64,4.404458486510612e-05,49.0
P0068,2024-01-17,126,47,36,173,0.2857142857142857,7.399490257337828e-05,86.5
P0069,2024-01-31,121,32,26,153,0.21487603305785125,7.105859691570454e-05,76.5
P0070,2024-01-22,144,57,73,201,0.5069444444444444,8.456560294100375e-05,100.5
P0071,2024-01-25,135,40,87,175,0.6444444444444445,7.928025275719102e-05,87.5
P0072,2024-01-30,206,31,100,237,0.4854368932038835,0.00012097579309615814,118.5
P0073,2024-01-01,178,13,65,191,0.3651685393258427,0.00010453248141318519,95.5
P0074,2024-01-21,100,22,88,122,0.88,5.8726113153474824e-05,61.0
P0075,2024-01-24,105,56,85,161,0.8095238095238095,6.166241881114857e-05,80.5
P0076,2024-01-22,183,41,85,224,0.4644808743169399,0.00010746878707085892,112.0
P0077,2024-01-17,45,43,51,88,1.1333333333333333,2.642675091906367e-05,44.0
P0078,2024-01-25,142,59,83,201,0.5845070422535211,8.339108067793425e-05,100.5
P0079,2024-01-19,196,59,10,255,0.05102040816326531,0.00011510318178081066,127.5
P0080,2024-01-22,167,31,74,198,0.4431137724550898,9.807260896630295e-05,99.0
P0081,2024-01-04,134,17,12,151,0.08955223880597014,7.869299162565626e-05,75.5
P0082,2024-01-08,34,24,86,58,2.5294117647058822,1.996687847218144e-05,29.0
P0083,2024-01-23,31,48,98,79,3.161290322580645,1.8205095077577196e-05,39.5
P0084,2024-01-17,154,34,56,188,0.36363636363636365,9.043821425635123e-05,94.0
P0085,2024-01-16,100,34,59,134,0.59,5.8726113153474824e-05,67.0
P0086,2024-01-14,36,30,89,66,2.4722222222222223,2.1141400735250938e-05,33.0
P0087,2024-01-09,186,60,69,246,0.3709677419354839,0.00010923057046546317,123.0
P0088,2024-01-03,93,26,90,119,0.967741935483871,5.461528523273158e-05,59.5
P0089,2024-01-31,212,36,98,248,0.46226415094339623,0.00012449935988536663,124.0
P0090,2024-01-15,132,40,49,172,0.3712121212121212,7.751846936258677e-05,86.0
P0091,2024-01-14,99,33,35,132,0.35353535353535354,5.813885202194007e-05,66.0
P0092,2024-01-20,88,19,25,107,0.2840909090909091,5.1678979575057844e-05,53.5
P0093,2024-01-18,109,46,23,155,0.21100917431192662,6.401146333728756e-05,77.5
P0094,2024-01-12,173,25,76,198,0.4393063583815029,0.00010159617575551144,99.0
P0095,2024-01-14,220,15,89,235,0.40454545454545454,0.0001291974489376446,117.5
P0096,2024-01-04,60,34,98,94,1.6333333333333333,3.52356678920849e-05,47.0
P0097,2024-01-11,174,21,89,195,0.5114942528735632,0.00010218343688704619,97.5
P0098,2024-01-26,228,36,53,264,0.2324561403508772,0.0001338955379899226,132.0
P0099,2024-01-05,63,43,48,106,0.7619047619047619,3.699745128668914e-05,53.0
P0100,2024-01-25,77,12,100,89,1.2987012987012987,4.5219107128175615e-05,44.5
P0101,2024-01-06,99,25,25,124,0.25252525252525254,5.813885202194007e-05,62.0
P0102,2024-01-29,136,19,38,155,0.27941176470588236,7.986751388872576e-05,77.5
P0103,2024-01-30,36,34,47,70,1.3055555555555556,2.1141400735250938e-05,35.0
P0104,2024-01-26,187,58,66,245,0.35294117647058826,0.00010981783159699792,122.5
P0105,2024-01-21,216,59,87,275,0.4027777777777778,0.00012684840441150563,137.5
P0106,2024-01-07,139,19,21,158,0.1510791366906475,8.162929728333e-05,79.0
P0107,2024-01-22,83,20,25,103,0.30120481927710846,4.8742673917384105e-05,51.5
P0108,2024-01-31,57,16,27,73,0.47368421052631576,3.347388449748065e-05,36.5
P0109,2024-01-17,59,48,64,107,1.0847457627118644,3.4648406760550146e-05,53.5
P0110,2024-01-23,192,45,12,237,0.0625,0.00011275413725467166,118.5
P0111,2024-01-06,210,11,78,221,0.37142857142857144,0.00012332483762229714,110.5
P0112,2024-01-05,93,50,90,143,0.967741935483871,5.461528523273158e-05,71.5
P0113,2024-01-05,78,60,67,138,0.8589743589743589,4.5806368259710366e-05,69.0
P0114,2024-01-07,224,43,100,267,0.44642857142857145,0.0001315464934637836,133.5
P0115,2024-01-06,127,20,42,147,0.33070866141732286,7.458216370491303e-05,73.5
P0116,2024-01-07,186,20,63,206,0.3387096774193548,0.00010923057046546317,103.0
P0117,2024-01-04,124,51,50,175,0.4032258064516129,7.282038031030878e-05,87.5
P0118,2024-01-23,222,45,49,267,0.22072072072072071,0.00013037197120071412,133.5
P0119,2024-01-24,181,56,54,237,0.2983425414364641,0.00010629426480778943,118.5
P0120,2024-01-05,49,45,49,94,1.0,2.8775795445202665e-05,47.0
P0121,2024-01-28,120,18,86,138,0.7166666666666667,7.04713357841698e-05,69.0
P0122,2024-01-17,51,26,14,77,0.27450980392156865,2.995031770827216e-05,38.5
P0123,2024-01-30,143,48,74,191,0.5174825174825175,8.3978341809469e-05,95.5
P0124,2024-01-10,186,36,78,222,0.41935483870967744,0.00010923057046546317,111.0
P0125,2024-01-22,142,54,13,196,0.09154929577464789,8.339108067793425e-05,98.0
P0126,2024-01-17,73,50,83,123,1.1369863013698631,4.287006260203662e-05,61.5
P0127,2024-01-23,34,48,45,82,1.3235294117647058,1.996687847218144e-05,41.0
P0128,2024-01-02,36,35,45,71,1.25,2.1141400735250938e-05,35.5
P0129,2024-01-25,137,60,56,197,0.40875912408759124,8.04547750202605e-05,98.5
P0130,2024-01-31,159,25,77,184,0.48427672955974843,9.337451991402498e-05,92.0
P0131,2024-01-15,78,22,98,100,1.2564102564102564,4.5806368259710366e-05,50.0
P0132,2024-01-15,201,15,82,216,0.4079601990049751,0.00011803948743848439,108.0
P0133,2024-01-27,181,19,88,200,0.4861878453038674,0.00010629426480778943,100.0
P0134,2024-01-02,92,51,21,143,0.22826086956521738,5.402802410119684e-05,71.5
P0135,2024-01-27,87,56,75,143,0.8620689655172413,5.1091718443523094e-05,71.5
P0136,2024-01-13,137,11,51,148,0.3722627737226277,8.04547750202605e-05,74.0
P0137,2024-01-11,40,40,26,80,0.65,2.349044526138993e-05,40.0
P0138,2024-01-16,186,52,91,238,0.489247311827957,0.00010923057046546317,119.0
P0139,2024-01-14,46,51,88,97,1.9130434782608696,2.701401205059842e-05,48.5
P0140,2024-01-01,133,48,77,181,0.5789473684210527,7.810573049412152e-05,90.5
P0141,2024-01-26,81,46,16,127,0.19753086419753085,4.756815165431461e-05,63.5
P0142,2024-01-30,110,57,32,167,0.2909090909090909,6.45987244688223e-05,83.5
P0143,2024-01-29,84,58,59,142,0.7023809523809523,4.9329935048918856e-05,71.0
P0144,2024-01-19,102,27,20,129,0.19607843137254902,5.990063541654432e-05,64.5
P0145,2024-01-29,79,17,63,96,0.7974683544303798,4.639362939124511e-05,48.0
P0146,2024-01-01,203,42,44,245,0.21674876847290642,0.00011921400970155389,122.5
P0147,2024-01-12,134,48,18,182,0.13432835820895522,7.869299162565626e-05,91.0
P0148,2024-01-31,231,31,58,262,0.2510822510822511,0.00013565732138452684,131.0
P0149,2024-01-22,128,12,87,140,0.6796875,7.516942483644777e-05,70.0
P0150,2024-01-27,128,12,84,140,0.65625,7.516942483644777e-05,70.0
P0151,2024-01-03,216,33,27,249,0.125,0.00012684840441150563,124.5
P0152,2024-01-19,74,49,97,123,1.3108108108108107,4.345732373357137e-05,61.5
P0153,2024-01-20,201,12,27,213,0.13432835820895522,0.00011803948743848439,106.5
P0154,2024-01-26,240,35,94,275,0.39166666666666666,0.0001409426715683396,137.5
P0155,2024-01-18,96,49,26,145,0.2708333333333333,5.637706862733583e-05,72.5
P0156,2024-01-10,214,31,71,245,0.3317757009345794,0.00012567388214843611,122.5
P0157,2024-01-21,231,42,75,273,0.3246753246753247,0.00013565732138452684,136.5
P0158,2024-01-30,176,39,35,215,0.19886363636363635,0.00010335795915011569,107.5
P0159,2024-01-14,59,56,64,115,1.0847457627118644,3.4648406760550146e-05,57.5
P0160,2024-01-18,47,46,52,93,1.1063829787234043,2.7601273182133167e-05,46.5
P0161,2024-01-15,218,19,42,237,0.1926605504587156,0.00012802292667457512,118.5
P0162,2024-01-09,92,50,22,142,0.2391304347826087,5.402802410119684e-05,71.0
P0163,2024-01-16,127,26,11,153,0.08661417322834646,7.458216370491303e-05,76.5
P0164,2024-01-08,99,29,69,128,0.696969696969697,5.813885202194007e-05,64.0
P0165,2024-01-16,55,10,80,65,1.4545454545454546,3.229936223441115e-05,32.5
P0166,2024-01-20,76,42,45,118,0.5921052631578947,4.4631845996640865e-05,59.0
P0167,2024-01-07,149,48,31,197,0.2080536912751678,8.750190859867748e-05,98.5
P0168,2024-01-22,35,43,14,78,0.4,2.0554139603716188e-05,39.0
P0169,2024-01-20,108,34,89,142,0.8240740740740741,6.342420220575281e-05,71.0
P0170,2024-01-05,171,40,69,211,0.40350877192982454,0.00010042165349244194,105.5
P0171,2024-01-16,131,45,16,176,0.12213740458015267,7.693120823105202e-05,88.0
P0172,2024-01-10,69,51,30,120,0.43478260869565216,4.052101807589763e-05,60.0
P0173,2024-01-12,103,45,49,148,0.47572815533980584,6.048789654807907e-05,74.0
P0174,2024-01-06,90,12,56,102,0.6222222222222222,5.285350183812734e-05,51.0
P0175,2024-01-20,148,15,10,163,0.06756756756756757,8.691464746714274e-05,81.5
P0176,2024-01-23,80,20,75,100,0.9375,4.698089052277986e-05,50.0
P0177,2024-01-19,86,21,78,107,0.9069767441860465,5.050445731198835e-05,53.5
P0178,2024-01-29,105,47,54,152,0.5142857142857142,6.166241881114857e-05,76.0
P0179,2024-01-08,106,29,30,135,0.2830188679245283,6.224967994268331e-05,67.5
P0180,2024-01-05,115,33,71,148,0.6173913043478261,6.753503012649605e-05,74.0
P0181,2024-01-28,70,36,35,106,0.5,4.1108279207432375e-05,53.0
P0182,2024-01-10,129,36,16,165,0.12403100775193798,7.575668596798253e-05,82.5
P0183,2024-01-07,100,48,72,148,0.72,5.8726113153474824e-05,74.0
P0184,2024-01-16,133,21,66,154,0.49624060150375937,7.810573049412152e-05,77.0
P0185,2024-01-08,230,13,21,243,0.09130434782608696,0.0001350700602529921,121.5
P0186,2024-01-20,204,48,75,252,0.36764705882352944,0.00011980127083308864,126.0
P0187,2024-01-25,151,17,11,168,0.0728476821192053,8.867643086174699e-05,84.0
P0188,2024-01-03,111,25,40,136,0.36036036036036034,6.518598560035706e-05,68.0
P0189,2024-01-03,188,22,19,210,0.10106382978723404,0.00011040509272853267,105.0
P0190,2024-01-09,130,49,94,179,0.7230769230769231,7.634394709951727e-05,89.5
P0191,2024-01-28,208,18,83,226,0.39903846153846156,0.00012215031535922762,113.0
P0192,2024-01-04,85,10,99,95,1.1647058823529413,4.99171961804536e-05,47.5
P0193,2024-01-30,45,20,97,65,2.1555555555555554,2.642675091906367e-05,32.5
P0194,2024-01-25,111,27,41,138,0.36936936936936937,6.518598560035706e-05,69.0
P0195,2024-01-23,104,48,64,152,0.6153846153846154,6.107515767961381e-05,76.0
P0196,2024-01-03,31,44,79,75,2.5483870967741935,1.8205095077577196e-05,37.5
P0197,2024-01-13,230,48,95,278,0.41304347826086957,0.0001350700602529921,139.0
P0198,2024-01-14,134,31,100,165,0.746268656716418,7.869299162565626e-05,82.5
P0199,2024-01-21,59,41,27,100,0.4576271186440678,3.4648406760550146e-05,50.0
P0200,2024-01-14,214,51,66,265,0.308411214953271,0.00012567388214843611,132.5
P0201,2024-01-15,221,44,81,265,0.3665158371040724,0.00012978471006917937,132.5
P0202,2024-01-02,134,20,29,154,0.21641791044776118,7.869299162565626e-05,77.0
P0203,2024-01-21,180,50,67,230,0.37222222222222223,0.00010570700367625468,115.0
P0204,2024-01-15,219,43,32,262,0.1461187214611872,0.00012861018780610986,131.0
P0205,2024-01-31,231,45,66,276,0.2857142857142857,0.00013565732138452684,138.0
P0206,2024-01-18,237,22,82,259,0.3459915611814346,0.00013918088817373533,129.5
P0207,2024-01-06,181,24,24,205,0.13259668508287292,0.00010629426480778943,102.5
P0208,2024-01-03,225,55,21,280,0.09333333333333334,0.00013213375459531835,140.0
P0209,2024-01-27,160,25,12,185,0.075,9.396178104555972e-05,92.5
P0210,2024-01-02,235,34,100,269,0.425531914893617,0.00013800636591066584,134.5
P0211,2024-01-12,55,46,84,101,1.5272727272727273,3.229936223441115e-05,50.5
P0212,2024-01-31,237,14,16,251,0.06751054852320675,0.00013918088817373533,125.5
P0213,2024-01-11,114,27,76,141,0.6666666666666666,6.69477689949613e-05,70.5
P0214,2024-01-15,213,47,51,260,0.23943661971830985,0.00012508662101690137,130.0
P0215,2024-01-25,65,56,22,121,0.3384615384615385,3.8171973549758636e-05,60.5
P0216,2024-01-04,230,14,38,244,0.16521739130434782,0.0001350700602529921,122.0
P0217,2024-01-18,166,56,51,222,0.3072289156626506,9.748534783476821e-05,111.0
P0218,2024-01-19,220,40,43,260,0.19545454545454546,0.0001291974489376446,130.0
P0219,2024-01-29,59,42,78,101,1.3220338983050848,3.4648406760550146e-05,50.5
P0220,2024-01-05,33,31,10,64,0.30303030303030304,1.9379617340646693e-05,32.0
P0221,2024-01-19,153,19,71,172,0.46405228758169936,8.985095312481649e-05,86.0
P0222,2024-01-17,91,22,32,113,0.3516483516483517,5.344076296966209e-05,56.5
P0223,2024-01-16,174,19,49,193,0.28160919540229884,0.00010218343688704619,96.5
P0224,2024-01-15,93,28,51,121,0.5483870967741935,5.461528523273158e-05,60.5
P0225,2024-01-08,176,37,70,213,0.3977272727272727,0.00010335795915011569,106.5
P0226,2024-01-07,193,50,54,243,0.27979274611398963,0.00011334139838620641,121.5
P0227,2024-01-22,39,37,89,76,2.282051282051282,2.2903184129855183e-05,38.0
P0228,2024-01-11,57,17,92,74,1.6140350877192982,3.347388449748065e-05,37.0
P0229,2024-01-24,184,43,54,227,0.29347826086956524,0.00010805604820239368,113.5
P0230,2024-01-23,120,42,32,162,0.26666666666666666,7.04713357841698e-05,81.0
P0231,2024-01-13,186,48,57,234,0.3064516129032258,0.00010923057046546317,117.0
P0232,2024-01-23,126,12,82,138,0.6507936507936508,7.399490257337828e-05,69.0
P0233,2024-01-25,231,60,53,291,0.22943722943722944,0.00013565732138452684,145.5
P0234,2024-01-08,235,47,63,282,0.2680851063829787,0.00013800636591066584,141.0
P0235,2024-01-11,48,37,16,85,0.3333333333333333,2.8188534313667914e-05,42.5
P0236,2024-01-25,172,58,97,230,0.563953488372093,0.0001010089146239767,115.0
P0237,2024-01-23,145,17,57,162,0.3931034482758621,8.51528640725385e-05,81.0
P0238,2024-01-07,108,43,25,151,0.23148148148148148,6.342420220575281e-05,75.5
P0239,2024-01-27,187,16,52,203,0.27807486631016043,0.00010981783159699792,101.5
P0240,2024-01-14,217,23,61,240,0.28110599078341014,0.00012743566554304037,120.0
P0241,2024-01-09,226,41,15,267,0.06637168141592921,0.0001327210157268531,133.5
P0242,2024-01-24,73,44,91,117,1.2465753424657535,4.287006260203662e-05,58.5
P0243,2024-01-22,202,25,77,227,0.3811881188118812,0.00011862674857001915,113.5
P0244,2024-01-07,126,30,92,156,0.7301587301587301,7.399490257337828e-05,78.0
P0245,2024-01-13,169,25,43,194,0.25443786982248523,9.924713122937245e-05,97.0
P0246,2024-01-13,170,48,41,218,0.2411764705882353,9.98343923609072e-05,109.0
P0247,2024-01-05,44,51,42,95,0.9545454545454546,2.5839489787528922e-05,47.5
P0248,2024-01-06,211,54,33,265,0.15639810426540285,0.00012391209875383188,132.5
P0249,2024-01-04,167,40,41,207,0.24550898203592814,9.807260896630295e-05,103.5
P0250,2024-01-25,219,37,63,256,0.2876712328767123,0.00012861018780610986,128.0
P0251,2024-01-20,108,47,31,155,0.28703703703703703,6.342420220575281e-05,77.5
P0252,2024-01-27,223,52,69,275,0.3094170403587444,0.00013095923233224886,137.5
P0253,2024-01-08,97,33,45,130,0.4639175257731959,5.696432975887058e-05,65.0
P0254,2024-01-03,59,49,88,108,1.4915254237288136,3.4648406760550146e-05,54.0
P0255,2024-01-03,94,60,92,154,0.9787234042553191,5.5202546364266334e-05,77.0
P0256,2024-01-15,59,59,88,118,1.4915254237288136,3.4648406760550146e-05,59.0
P0257,2024-01-24,133,36,35,169,0.2631578947368421,7.810573049412152e-05,84.5
P0258,2024-01-28,228,49,86,277,0.37719298245614036,0.0001338955379899226,138.5
P0259,2024-01-23,152,42,59,194,0.3881578947368421,8.926369199328173e-05,97.0
P0260,2024-01-30,89,32,50,121,0.5617977528089888,5.2266240706592595e-05,60.5
P0261,2024-01-25,236,41,26,277,0.11016949152542373,0.00013859362704220059,138.5
P0262,2024-01-05,77,27,50,104,0.6493506493506493,4.5219107128175615e-05,52.0
P0263,2024-01-30,128,54,98,182,0.765625,7.516942483644777e-05,91.0
P0264,2024-01-14,155,24,56,179,0.36129032258064514,9.102547538788597e-05,89.5
P0265,2024-01-26,113,54,15,167,0.13274336283185842,6.636050786342655e-05,83.5
P0266,2024-01-01,179,46,10,225,0.055865921787709494,0.00010511974254471993,112.5
P0267,2024-01-19,228,27,90,255,0.39473684210526316,0.0001338955379899226,127.5
P0268,2024-01-12,221,18,38,239,0.17194570135746606,0.00012978471006917937,119.5
P0269,2024-01-24,184,46,70,230,0.3804347826086957,0.00010805604820239368,115.0
P0270,2024-01-18,239,25,39,264,0.16317991631799164,0.00014035541043680482,132.0
P0271,2024-01-19,94,30,13,124,0.13829787234042554,5.5202546364266334e-05,62.0
P0272,2024-01-19,164,35,88,199,0.5365853658536586,9.631082557169871e-05,99.5
P0273,2024-01-10,49,19,79,68,1.6122448979591837,2.8775795445202665e-05,34.0
P0274,2024-01-18,46,32,70,78,1.5217391304347827,2.701401205059842e-05,39.0
P0275,2024-01-10,52,33,65,85,1.25,3.0537578839806906e-05,42.5
P0276,2024-01-16,100,30,19,130,0.19,5.8726113153474824e-05,65.0
P0277,2024-01-14,232,38,45,270,0.1939655172413793,0.00013624458251606158,135.0
P0278,2024-01-04,127,37,63,164,0.49606299212598426,7.458216370491303e-05,82.0
P0279,2024-01-23,234,11,59,245,0.25213675213675213,0.0001374191047791311,122.5
P0280,2024-01-05,136,34,50,170,0.36764705882352944,7.986751388872576e-05,85.0
P0281,2024-01-19,109,14,91,123,0.8348623853211009,6.401146333728756e-05,61.5
P0282,2024-01-30,206,49,69,255,0.33495145631067963,0.00012097579309615814,127.5
P0283,2024-01-31,115,43,15,158,0.13043478260869565,6.753503012649605e-05,79.0
P0284,2024-01-05,96,41,21,137,0.21875,5.637706862733583e-05,68.5
P0285,2024-01-02,62,27,35,89,0.5645161290322581,3.641019015515439e-05,44.5
P0286,2024-01-27,197,43,29,240,0.14720812182741116,0.0001156904429123454,120.0
P0287,2024-01-27,85,30,33,115,0.38823529411764707,4.99171961804536e-05,57.5
P0288,2024-01-09,152,30,99,182,0.6513157894736842,8.926369199328173e-05,91.0
P0289,2024-01-30,44,42,54,86,1.2272727272727273,2.5839489787528922e-05,43.0
P0290,2024-01-20,215,41,82,256,0.3813953488372093,0.00012626114327997088,128.0
P0291,2024-01-26,96,22,64,118,0.6666666666666666,5.637706862733583e-05,59.0
P0292,2024-01-28,105,35,42,140,0.4,6.166241881114857e-05,70.0
P0293,2024-01-19,155,29,84,184,0.5419354838709678,9.102547538788597e-05,92.0
P0294,2024-01-15,147,34,12,181,0.08163265306122448,8.6327386335608e-05,90.5
P0295,2024-01-20,168,37,48,205,0.2857142857142857,9.865987009783771e-05,102.5
P0296,2024-01-11,190,18,21,208,0.11052631578947368,0.00011157961499160217,104.0
P0297,2024-01-05,211,45,95,256,0.45023696682464454,0.00012391209875383188,128.0
P0298,2024-01-23,180,40,18,220,0.1,0.00010570700367625468,110.0
P0299,2024-01-01,125,44,35,169,0.28,7.340764144184353e-05,84.5
P0300,2024-01-17,213,25,31,238,0.14553990610328638,0.00012508662101690137,119.0
P0301,2024-01-23,110,51,14,161,0.12727272727272726,6.45987244688223e-05,80.5
P0302,2024-01-19,101,41,46,142,0.45544554455445546,5.9313374285009574e-05,71.0
P0303,2024-01-20,60,53,96,113,1.6,3.52356678920849e-05,56.5
P0304,2024-01-29,122,40,52,162,0.4262295081967213,7.164585804723928e-05,81.0
P0305,2024-01-01,62,37,73,99,1.1774193548387097,3.641019015515439e-05,49.5
P0306,2024-01-25,46,29,18,75,0.391304347826087,2.701401205059842e-05,37.5
P0307,2024-01-12,76,11,38,87,0.5,4.4631845996640865e-05,43.5
P0308,2024-01-25,71,59,24,130,0.3380281690140845,4.1695540338967126e-05,65.0
P0309,2024-01-14,239,43,82,282,0.34309623430962344,0.00014035541043680482,141.0
P0310,2024-01-08,54,60,75,114,1.3888888888888888,3.171210110287641e-05,57.0
P0311,2024-01-26,118,57,38,175,0.3220338983050847,6.929681352110029e-05,87.5
P0312,2024-01-25,122,51,48,173,0.39344262295081966,7.164585804723928e-05,86.5
P0313,2024-01-12,31,53,86,84,2.774193548387097,1.8205095077577196e-05,42.0
P0314,2024-01-30,111,29,15,140,0.13513513513513514,6.518598560035706e-05,70.0
P0315,2024-01-08,95,20,85,115,0.8947368421052632,5.5789807495801084e-05,57.5
P0316,2024-01-31,211,56,68,267,0.3222748815165877,0.00012391209875383188,133.5
P0317,2024-01-21,182,14,21,196,0.11538461538461539,0.00010688152593932418,98.0
P0318,2024-01-28,38,51,46,89,1.2105263157894737,2.2315922998320432e-05,44.5
P0319,2024-01-29,158,25,72,183,0.45569620253164556,9.278725878249022e-05,91.5
P0320,2024-01-13,99,19,89,118,0.898989898989899,5.813885202194007e-05,59.0
P0321,2024-01-29,71,35,65,106,0.9154929577464789,4.1695540338967126e-05,53.0
P0322,2024-01-06,153,38,39,191,0.2549019607843137,8.985095312481649e-05,95.5
P0323,2024-01-21,116,44,97,160,0.8362068965517241,6.812229125803079e-05,80.0
P0324,2024-01-06,169,19,53,188,0.3136094674556213,9.924713122937245e-05,94.0
P0325,2024-01-19,52,17,48,69,0.9230769230769231,3.0537578839806906e-05,34.5
